Chip Run Info,D:\Edoardo\1361334033 10 nM vinc untreated 48h\ChipRun.bml,1361334033,96.96 (136x),GE 96x96 PCR+Melt v2,ROX,EvaGreen,8/5/2016 9:08:11 AM,00:50:59,BIOMARK088
Application Version,4.1.3
Application Build,20140305.1515
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S61-A08,untreated_high,Unknown,10,SP3,Test,9.95581977455863,1,Pass,0.0233967033971152,81.2751347038097,999,1,
S61-A09,untreated_high,Unknown,10,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S61-A10,untreated_high,Unknown,10,RSU1,Test,11.7438880172064,1,Pass,0.0233967033971152,82.8310138554732,999,1,
S61-A11,untreated_high,Unknown,10,IL8,Test,10.3121616684039,1,Pass,0.0233967033971152,82.7143366195984,999,1,
S61-A12,untreated_high,Unknown,10,FZD7,Test,16.0191469020104,1,Pass,0.0233967033971152,80.9148546088697,999,1,
S61-A13,untreated_high,Unknown,10,ABCC4,Test,10.0617978077025,1,Pass,0.0233967033971152,80.8682040226768,999,1,
S61-A14,untreated_high,Unknown,10,YBX1,Test,4.77944263023649,0.926480876745496,Pass,0.0233967033971152,82.2413198227577,999,1,
S61-A15,untreated_high,Unknown,10,PRKCB,Test,14.3519457778275,1,Pass,0.0233967033971152,86.8155993697861,999,1,
S61-A16,untreated_high,Unknown,10,DDIT4,Test,14.8905797551852,1,Pass,0.0233967033971152,87.9203807867642,999,1,
S61-A17,untreated_high,Unknown,10,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S61-A18,untreated_high,Unknown,10,LRP5,Test,14.5265759562416,1,Pass,0.0233967033971152,84.1929359939832,999,1,
S61-A19,untreated_high,Unknown,10,ABCC4,Test,9.94383886058523,1,Pass,0.0233967033971152,80.7980569313456,999,1,
S61-A20,untreated_high,Unknown,10,YBX1,Test,4.74267351493716,0.914224504979052,Pass,0.0233967033971152,82.1561054207845,999,1,
S61-A21,untreated_high,Unknown,10,PRKCB,Test,14.3782235794429,1,Pass,0.0233967033971152,86.7468349213495,999,1,
S61-A22,untreated_high,Unknown,10,DDIT4,Test,15.2513992571671,1,Pass,0.0233967033971152,87.8135362125983,999,1,
S61-A23,untreated_high,Unknown,10,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S61-A24,untreated_high,Unknown,10,LRP5,Test,14.3358679293898,1,Pass,0.0233967033971152,84.1286102962657,999,1,
S61-A25,untreated_high,Unknown,10,ABCC5,Test,13.7246046298613,1,Pass,0.0233967033971152,84.3499449307655,999,1,
S61-A26,untreated_high,Unknown,10,NFYA,Test,11.1155128134822,1,Pass,0.0233967033971152,85.6960204901972,999,1,
S61-A27,untreated_high,Unknown,10,CSK,Test,11.1434884734314,1,Pass,0.0233967033971152,85.9273678390336,999,1,
S61-A28,untreated_high,Unknown,10,SCML2,Test,13.4755255585806,1,Pass,0.0233967033971152,81.8701975178577,999,1,
S61-A29,untreated_high,Unknown,10,GAPDH,Test,6.44726421558078,1,Pass,0.0233967033971152,87.6826814870395,999,1,
S61-A30,untreated_high,Unknown,10,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S61-A31,untreated_high,Unknown,10,ABCC5,Test,13.8227594742733,1,Pass,0.0233967033971152,84.2760947255136,999,1,
S61-A32,untreated_high,Unknown,10,NFYA,Test,11.1146917476634,1,Pass,0.0233967033971152,85.6360228951824,999,1,
S61-A33,untreated_high,Unknown,10,CSK,Test,11.1953785153537,1,Pass,0.0233967033971152,85.8888346564149,999,1,
S61-A34,untreated_high,Unknown,10,SCML2,Test,13.4717163474543,1,Pass,0.0233967033971152,81.8303495822001,999,1,
S61-A35,untreated_high,Unknown,10,GAPDH,Test,6.46637089474202,1,Pass,0.0233967033971152,87.645602503149,999,1,
S61-A36,untreated_high,Unknown,10,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S61-A37,untreated_high,Unknown,10,WNK1,Test,11.1393362082823,1,Pass,0.0233967033971152,83.835711693103,999,1,
S61-A38,untreated_high,Unknown,10,IL18,Test,13.0232091829192,1,Pass,0.0233967033971152,81.0871987949402,999,1,
S61-A39,untreated_high,Unknown,10,GCLC,Test,12.494405851712,1,Pass,0.0233967033971152,83.574041686331,999,1,
S61-A40,untreated_high,Unknown,10,MAPK1,Test,9.5997882012596,1,Pass,0.0233967033971152,85.2951491545887,999,1,
S61-A41,untreated_high,Unknown,10,MYC,Test,6.62709187000042,1,Pass,0.0233967033971152,80.0719537232665,999,1,
S61-A42,untreated_high,Unknown,10,OCT4,Test,23.4819260143641,0,Fail,0.0233967033971152,999,999,0,
S61-A43,untreated_high,Unknown,10,WNK1,Test,11.2835096111616,1,Pass,0.0233967033971152,83.8304968752754,999,1,
S61-A44,untreated_high,Unknown,10,IL18,Test,13.0262482846454,1,Pass,0.0233967033971152,81.0773133315885,999,1,
S61-A45,untreated_high,Unknown,10,GCLC,Test,12.6246173429469,1,Pass,0.0233967033971152,83.5685614418612,999,1,
S61-A46,untreated_high,Unknown,10,MAPK1,Test,9.55011768854599,1,Pass,0.0233967033971152,85.2960456557862,999,1,
S61-A47,untreated_high,Unknown,10,MYC,Test,6.67986260231309,1,Pass,0.0233967033971152,80.0696730737599,999,1,
S61-A48,untreated_high,Unknown,10,OCT4,Test,23.448798890323,0,Fail,0.0233967033971152,999,999,0,
S61-A54,untreated_high,Unknown,10,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S61-A53,untreated_high,Unknown,10,MPO,Test,6.23917779507137,1,Pass,0.0233967033971152,88.2397347445187,999,1,
S61-A52,untreated_high,Unknown,10,EZH1,Test,12.5912140930673,1,Pass,0.0233967033971152,82.6475819317161,999,1,
S61-A51,untreated_high,Unknown,10,SLC7A7,Test,15.0873126578107,1,Pass,0.0233967033971152,81.2916817368213,999,1,
S61-A50,untreated_high,Unknown,10,BRD4,Test,9.71576174133758,1,Pass,0.0233967033971152,85.0438925118045,999,1,
S61-A49,untreated_high,Unknown,10,DVL2,Test,13.8456602693593,1,Pass,0.0233967033971152,86.8326488745239,999,1,
S61-A60,untreated_high,Unknown,10,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S61-A59,untreated_high,Unknown,10,MPO,Test,6.3829258139602,1,Pass,0.0233967033971152,88.1989912817443,999,1,
S61-A58,untreated_high,Unknown,10,EZH1,Test,12.5726288090678,1,Pass,0.0233967033971152,82.6251543937508,999,1,
S61-A57,untreated_high,Unknown,10,SLC7A7,Test,14.9889137011631,1,Pass,0.0233967033971152,81.2239791134165,999,1,
S61-A56,untreated_high,Unknown,10,BRD4,Test,9.72913931727092,1,Pass,0.0233967033971152,85.0206827518528,999,1,
S61-A55,untreated_high,Unknown,10,DVL2,Test,13.945938861922,1,Pass,0.0233967033971152,86.8267833157155,999,1,
S61-A66,untreated_high,Unknown,10,MT2A,Test,13.2039035390624,1,Pass,0.0233967033971152,89.5618269564962,999,1,
S61-A65,untreated_high,Unknown,10,NOTCH1,Test,18.3015931824455,1,Pass,0.0233967033971152,89.7182778158087,999,1,
S61-A64,untreated_high,Unknown,10,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S61-A63,untreated_high,Unknown,10,KRAS,Test,9.48862074618366,1,Pass,0.0233967033971152,75.472831023161,999,1,
S61-A62,untreated_high,Unknown,10,KMT2A,Test,14.0437841151945,1,Pass,0.0233967033971152,81.6345260910785,999,1,
S61-A61,untreated_high,Unknown,10,DAAM1,Test,13.2666093808942,1,Pass,0.0233967033971152,84.3587715107252,999,1,
S61-A72,untreated_high,Unknown,10,MT2A,Test,13.1982988236991,1,Pass,0.0233967033971152,89.3584707927957,999,1,
S61-A71,untreated_high,Unknown,10,NOTCH1,Test,18.3987957075353,1,Pass,0.0233967033971152,89.7826486486457,999,1,
S61-A70,untreated_high,Unknown,10,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S61-A69,untreated_high,Unknown,10,KRAS,Test,9.52859705580159,1,Pass,0.0233967033971152,75.4447554095503,999,1,
S61-A68,untreated_high,Unknown,10,KMT2A,Test,14.0494250159465,1,Pass,0.0233967033971152,81.615358875047,999,1,
S61-A67,untreated_high,Unknown,10,DAAM1,Test,13.1873151728259,1,Pass,0.0233967033971152,84.3146955360718,999,1,
S61-A78,untreated_high,Unknown,10,CTNNB,Test,10.8530348731357,1,Pass,0.0233967033971152,83.3763951544846,999,1,
S61-A77,untreated_high,Unknown,10,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S61-A76,untreated_high,Unknown,10,PPIA,Test,6.1907372981772,1,Pass,0.0233967033971152,84.151462914939,999,1,
S61-A75,untreated_high,Unknown,10,RELA,Test,11.5732601446201,1,Pass,0.0233967033971152,85.6259383274745,999,1,
S61-A74,untreated_high,Unknown,10,SMYD3,Test,13.0644948015813,1,Pass,0.0233967033971152,81.8909662140695,999,1,
S61-A73,untreated_high,Unknown,10,UGCG,Test,14.3932117012715,1,Pass,0.0233967033971152,82.2661165665106,999,1,
S61-A84,untreated_high,Unknown,10,CTNNB,Test,10.7375370206985,1,Pass,0.0233967033971152,83.401594448297,999,1,
S61-A83,untreated_high,Unknown,10,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S61-A82,untreated_high,Unknown,10,PPIA,Test,6.22032246720428,1,Pass,0.0233967033971152,84.2055407882176,999,1,
S61-A81,untreated_high,Unknown,10,RELA,Test,11.5124634668989,1,Pass,0.0233967033971152,85.6862552479813,999,1,
S61-A80,untreated_high,Unknown,10,SMYD3,Test,12.9217192884308,1,Pass,0.0233967033971152,81.9565309255403,999,1,
S61-A79,untreated_high,Unknown,10,UGCG,Test,14.6585975524898,1,Pass,0.0233967033971152,82.3225928178764,999,1,
S61-A90,untreated_high,Unknown,10,LRP6,Test,20.2570246976052,1,Pass,0.0233967033971152,84.8613879923861,999,1,
S61-A89,untreated_high,Unknown,10,Tcf7l2,Test,18.9776871409178,1,Pass,0.0233967033971152,82.6398259373395,999,1,
S61-A88,untreated_high,Unknown,10,B2M,Test,5.79358705459398,1,Pass,0.0233967033971152,85.6822647040633,999,1,
S61-A87,untreated_high,Unknown,10,MAP3K14,Test,16.6416809943321,1,Pass,0.0233967033971152,84.1003527201159,999,1,
S61-A86,untreated_high,Unknown,10,SLCO3A1,Test,13.743290761829,1,Pass,0.0233967033971152,83.9898591166803,999,1,
S61-A85,untreated_high,Unknown,10,SP1,Test,13.6868221278838,1,Pass,0.0233967033971152,86.87267095903,999,1,
S61-A96,untreated_high,Unknown,10,LRP6,Test,20.1253437157311,1,Pass,0.0233967033971152,86.2819457985595,999,1,
S61-A95,untreated_high,Unknown,10,Tcf7l2,Test,19.8779955217851,1,Pass,0.0233967033971152,82.8753137821699,999,1,
S61-A94,untreated_high,Unknown,10,B2M,Test,6.19502480049791,1,Pass,0.0233967033971152,85.9120335838969,999,1,
S61-A93,untreated_high,Unknown,10,MAP3K14,Test,16.5592074912665,1,Pass,0.0233967033971152,84.3424390656635,999,1,
S61-A92,untreated_high,Unknown,10,SLCO3A1,Test,13.656197692773,1,Pass,0.0233967033971152,84.321130655297,999,1,
S61-A91,untreated_high,Unknown,10,SP1,Test,13.6870133675683,1,Pass,0.0233967033971152,87.2659291009258,999,1,
S31-A01,untreated_high,Unknown,1,ACTB,Test,12.5967559001421,0.972290584339069,Pass,0.0233967033971152,90.6992779589456,999,1,
S31-A02,untreated_high,Unknown,1,SP3,Test,15.3070328500574,1,Pass,0.0233967033971152,81.646806041991,999,1,
S31-A03,untreated_high,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A04,untreated_high,Unknown,1,RSU1,Test,12.8132551613303,1,Pass,0.0233967033971152,83.0055105434888,999,1,
S31-A05,untreated_high,Unknown,1,IL8,Test,11.608002114447,1,Pass,0.0233967033971152,82.8833710445342,999,1,
S31-A06,untreated_high,Unknown,1,FZD7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A07,untreated_high,Unknown,1,ACTB,Test,12.3793095575875,0.944954960193736,Pass,0.0233967033971152,90.1539729557276,999,1,
S31-A08,untreated_high,Unknown,1,SP3,Test,15.1976052093235,1,Pass,0.0233967033971152,81.2211598615488,999,1,
S31-A09,untreated_high,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A10,untreated_high,Unknown,1,RSU1,Test,12.7103080134733,1,Pass,0.0233967033971152,82.7711692616847,999,1,
S31-A11,untreated_high,Unknown,1,IL8,Test,11.5372269466996,1,Pass,0.0233967033971152,82.6797336613859,999,1,
S31-A12,untreated_high,Unknown,1,FZD7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A13,untreated_high,Unknown,1,ABCC4,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A14,untreated_high,Unknown,1,YBX1,Test,7.51126064009855,1,Pass,0.0233967033971152,82.1688025764496,999,1,
S31-A15,untreated_high,Unknown,1,PRKCB,Test,16.4918781785053,1,Pass,0.0233967033971152,86.7840202193673,999,1,
S31-A16,untreated_high,Unknown,1,DDIT4,Test,14.5877069575892,1,Pass,0.0233967033971152,87.9247069441451,999,1,
S31-A17,untreated_high,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A18,untreated_high,Unknown,1,LRP5,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A19,untreated_high,Unknown,1,ABCC4,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A20,untreated_high,Unknown,1,YBX1,Test,7.45427179692491,1,Pass,0.0233967033971152,82.0845917084004,999,1,
S31-A21,untreated_high,Unknown,1,PRKCB,Test,16.5010977917033,1,Pass,0.0233967033971152,86.6305519254546,999,1,
S31-A22,untreated_high,Unknown,1,DDIT4,Test,14.3594769627681,1,Pass,0.0233967033971152,87.8276291154433,999,1,
S31-A23,untreated_high,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A24,untreated_high,Unknown,1,LRP5,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A25,untreated_high,Unknown,1,ABCC5,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A26,untreated_high,Unknown,1,NFYA,Test,16.8481656049571,1,Pass,0.0233967033971152,85.3519276120194,999,1,
S31-A27,untreated_high,Unknown,1,CSK,Test,13.6043746467847,1,Pass,0.0233967033971152,85.8808077582862,999,1,
S31-A28,untreated_high,Unknown,1,SCML2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A29,untreated_high,Unknown,1,GAPDH,Test,8.368902455154,1,Pass,0.0233967033971152,87.6544673968791,999,1,
S31-A30,untreated_high,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A31,untreated_high,Unknown,1,ABCC5,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A32,untreated_high,Unknown,1,NFYA,Test,16.7521508445643,1,Pass,0.0233967033971152,85.3295361649408,999,1,
S31-A33,untreated_high,Unknown,1,CSK,Test,13.6086219363084,1,Pass,0.0233967033971152,85.8375126682875,999,1,
S31-A34,untreated_high,Unknown,1,SCML2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A35,untreated_high,Unknown,1,GAPDH,Test,8.31211035102592,1,Pass,0.0233967033971152,87.6307369844724,999,1,
S31-A36,untreated_high,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A37,untreated_high,Unknown,1,WNK1,Test,15.1019807733104,1,Pass,0.0233967033971152,83.7161138324141,999,1,
S31-A38,untreated_high,Unknown,1,IL18,Test,16.1422403824432,1,Pass,0.0233967033971152,80.9940759351907,999,1,
S31-A39,untreated_high,Unknown,1,GCLC,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A40,untreated_high,Unknown,1,MAPK1,Test,13.1582672930619,1,Pass,0.0233967033971152,85.2197087932611,999,1,
S31-A41,untreated_high,Unknown,1,MYC,Test,11.1673888099388,1,Pass,0.0233967033971152,80.0411980561706,999,1,
S31-A42,untreated_high,Unknown,1,OCT4,Test,26.8959809502487,0,Fail,0.0233967033971152,999,999,0,
S31-A43,untreated_high,Unknown,1,WNK1,Test,15.2039775517335,1,Pass,0.0233967033971152,83.7543323906974,999,1,
S31-A44,untreated_high,Unknown,1,IL18,Test,16.2908708661781,1,Pass,0.0233967033971152,81.0176754004534,999,1,
S31-A45,untreated_high,Unknown,1,GCLC,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A46,untreated_high,Unknown,1,MAPK1,Test,12.9681064117615,1,Pass,0.0233967033971152,85.2444152689942,999,1,
S31-A47,untreated_high,Unknown,1,MYC,Test,11.1691550764822,1,Pass,0.0233967033971152,80.04734621465,999,1,
S31-A48,untreated_high,Unknown,1,OCT4,Test,28.3780033832936,0,Fail,0.0233967033971152,999,999,0,
S31-A54,untreated_high,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A53,untreated_high,Unknown,1,MPO,Test,7.54832645398561,1,Pass,0.0233967033971152,88.254211405122,999,1,
S31-A52,untreated_high,Unknown,1,EZH1,Test,15.1799770750731,1,Pass,0.0233967033971152,82.6332289461921,999,1,
S31-A51,untreated_high,Unknown,1,SLC7A7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A50,untreated_high,Unknown,1,BRD4,Test,13.02915857416,1,Pass,0.0233967033971152,85.0225821335779,999,1,
S31-A49,untreated_high,Unknown,1,DVL2,Test,15.7099248252935,1,Pass,0.0233967033971152,86.8665863145436,999,1,
S31-A60,untreated_high,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A59,untreated_high,Unknown,1,MPO,Test,7.53581688817773,1,Pass,0.0233967033971152,88.2242746023641,999,1,
S31-A58,untreated_high,Unknown,1,EZH1,Test,15.0249267890541,1,Pass,0.0233967033971152,82.638514047309,999,1,
S31-A57,untreated_high,Unknown,1,SLC7A7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A56,untreated_high,Unknown,1,BRD4,Test,13.0461749929316,1,Pass,0.0233967033971152,85.0077264717864,999,1,
S31-A55,untreated_high,Unknown,1,DVL2,Test,15.7506348889407,1,Pass,0.0233967033971152,86.8521094993061,999,1,
S31-A66,untreated_high,Unknown,1,MT2A,Test,13.8229106175091,1,Pass,0.0233967033971152,89.6418451018767,999,1,
S31-A65,untreated_high,Unknown,1,NOTCH1,Test,22.3726473741029,1,Pass,0.0233967033971152,89.8098443733556,999,1,
S31-A64,untreated_high,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A63,untreated_high,Unknown,1,KRAS,Test,16.9570461871317,1,Pass,0.0233967033971152,75.2354653841806,999,1,
S31-A62,untreated_high,Unknown,1,KMT2A,Test,15.7310318060885,1,Pass,0.0233967033971152,81.6104038462756,999,1,
S31-A61,untreated_high,Unknown,1,DAAM1,Test,999,0,Fail,0.0233967033971152,68.6953434256984,999,1,
S31-A72,untreated_high,Unknown,1,MT2A,Test,14.1226747494221,1,Pass,0.0233967033971152,89.6213293390003,999,1,
S31-A71,untreated_high,Unknown,1,NOTCH1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A70,untreated_high,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A69,untreated_high,Unknown,1,KRAS,Test,16.7995810796923,1,Pass,0.0233967033971152,75.2020067561728,999,1,
S31-A68,untreated_high,Unknown,1,KMT2A,Test,15.6290134183811,1,Pass,0.0233967033971152,81.6097837742894,999,1,
S31-A67,untreated_high,Unknown,1,DAAM1,Test,999,0,Fail,0.0233967033971152,68.6457699557333,999,1,
S31-A78,untreated_high,Unknown,1,CTNNB,Test,15.3109408966037,1,Pass,0.0233967033971152,83.208765873756,999,1,
S31-A77,untreated_high,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A76,untreated_high,Unknown,1,PPIA,Test,9.33000241850723,1,Pass,0.0233967033971152,84.1063857816388,999,1,
S31-A75,untreated_high,Unknown,1,RELA,Test,14.1596529781495,1,Pass,0.0233967033971152,85.5995723121917,999,1,
S31-A74,untreated_high,Unknown,1,SMYD3,Test,15.3272329129494,1,Pass,0.0233967033971152,81.871192937026,999,1,
S31-A73,untreated_high,Unknown,1,UGCG,Test,16.7972680759311,1,Pass,0.0233967033971152,82.2223410013923,999,1,
S31-A84,untreated_high,Unknown,1,CTNNB,Test,15.3488176207394,1,Pass,0.0233967033971152,83.2357109164744,999,1,
S31-A83,untreated_high,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A82,untreated_high,Unknown,1,PPIA,Test,9.44744974465279,1,Pass,0.0233967033971152,84.149656970456,999,1,
S31-A81,untreated_high,Unknown,1,RELA,Test,14.0797190408695,1,Pass,0.0233967033971152,85.6549708595465,999,1,
S31-A80,untreated_high,Unknown,1,SMYD3,Test,15.1601308385247,1,Pass,0.0233967033971152,81.9676852014942,999,1,
S31-A79,untreated_high,Unknown,1,UGCG,Test,16.8747015976324,1,Pass,0.0233967033971152,82.2885519567845,999,1,
S31-A90,untreated_high,Unknown,1,LRP6,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A89,untreated_high,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A88,untreated_high,Unknown,1,B2M,Test,10.1856041765282,1,Pass,0.0233967033971152,85.6700218085282,999,1,
S31-A87,untreated_high,Unknown,1,MAP3K14,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A86,untreated_high,Unknown,1,SLCO3A1,Test,17.3803116222663,1,Pass,0.0233967033971152,83.7952557054391,999,1,
S31-A85,untreated_high,Unknown,1,SP1,Test,15.4972389123151,1,Pass,0.0233967033971152,86.6704435595047,999,1,
S31-A96,untreated_high,Unknown,1,LRP6,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A95,untreated_high,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A94,untreated_high,Unknown,1,B2M,Test,10.1648391448953,1,Pass,0.0233967033971152,85.9004084047734,999,1,
S31-A93,untreated_high,Unknown,1,MAP3K14,Test,999,0,Fail,0.0233967033971152,999,999,0,
S31-A92,untreated_high,Unknown,1,SLCO3A1,Test,17.4866822346096,1,Pass,0.0233967033971152,84.2268891279766,999,1,
S31-A91,untreated_high,Unknown,1,SP1,Test,15.7800651588556,1,Pass,0.0233967033971152,86.9586316644464,999,1,
S60-A01,untreated_low,Unknown,1,ACTB,Test,11.9487434624497,0.978853817304357,Pass,0.0233967033971152,90.6599308715433,999,1,
S60-A02,untreated_low,Unknown,1,SP3,Test,13.6081231055081,1,Pass,0.0233967033971152,81.3969721069147,999,1,
S60-A03,untreated_low,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A04,untreated_low,Unknown,1,RSU1,Test,14.5454856317839,1,Pass,0.0233967033971152,82.8805037092031,999,1,
S60-A05,untreated_low,Unknown,1,IL8,Test,16.3793651477565,1,Pass,0.0233967033971152,80.1347129243552,999,1,
S60-A06,untreated_low,Unknown,1,FZD7,Test,22.5405516354045,1,Pass,0.0233967033971152,80.741521465273,999,1,
S60-A07,untreated_low,Unknown,1,ACTB,Test,11.9956448801003,1,Pass,0.0233967033971152,90.0511643380206,999,1,
S60-A08,untreated_low,Unknown,1,SP3,Test,13.3794082111346,1,Pass,0.0233967033971152,81.0726997245046,999,1,
S60-A09,untreated_low,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A10,untreated_low,Unknown,1,RSU1,Test,14.8658592218386,1,Pass,0.0233967033971152,82.6431873543179,999,1,
S60-A11,untreated_low,Unknown,1,IL8,Test,16.2421306814881,1,Pass,0.0233967033971152,79.9634119259273,999,1,
S60-A12,untreated_low,Unknown,1,FZD7,Test,20.9974316362138,1,Pass,0.0233967033971152,80.5677827223469,999,1,
S60-A13,untreated_low,Unknown,1,ABCC4,Test,14.6695127170171,1,Pass,0.0233967033971152,80.6964524716833,999,1,
S60-A14,untreated_low,Unknown,1,YBX1,Test,7.71478344227201,1,Pass,0.0233967033971152,82.0503080039817,999,1,
S60-A15,untreated_low,Unknown,1,PRKCB,Test,14.7243059296713,1,Pass,0.0233967033971152,86.7542947188737,999,1,
S60-A16,untreated_low,Unknown,1,DDIT4,Test,15.6649841452765,1,Pass,0.0233967033971152,87.7685716675271,999,1,
S60-A17,untreated_low,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A18,untreated_low,Unknown,1,LRP5,Test,15.8780769679235,1,Pass,0.0233967033971152,84.0065247353527,999,1,
S60-A19,untreated_low,Unknown,1,ABCC4,Test,14.7538245208691,1,Pass,0.0233967033971152,80.6047419452676,999,1,
S60-A20,untreated_low,Unknown,1,YBX1,Test,7.6190034668556,1,Pass,0.0233967033971152,81.959730127736,999,1,
S60-A21,untreated_low,Unknown,1,PRKCB,Test,14.6722341500545,1,Pass,0.0233967033971152,86.6522269761762,999,1,
S60-A22,untreated_low,Unknown,1,DDIT4,Test,15.5386147090283,1,Pass,0.0233967033971152,87.6815766894087,999,1,
S60-A23,untreated_low,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A24,untreated_low,Unknown,1,LRP5,Test,15.9101915999348,1,Pass,0.0233967033971152,83.9661505491218,999,1,
S60-A25,untreated_low,Unknown,1,ABCC5,Test,14.9561868572526,1,Pass,0.0233967033971152,84.1862996788826,999,1,
S60-A26,untreated_low,Unknown,1,NFYA,Test,15.0954659323591,1,Pass,0.0233967033971152,85.3478498357138,999,1,
S60-A27,untreated_low,Unknown,1,CSK,Test,12.8974927137771,1,Pass,0.0233967033971152,85.7715396317868,999,1,
S60-A28,untreated_low,Unknown,1,SCML2,Test,16.8475304157876,1,Pass,0.0233967033971152,81.6609422691809,999,1,
S60-A29,untreated_low,Unknown,1,GAPDH,Test,8.07835800201959,1,Pass,0.0233967033971152,87.4303908957289,999,1,
S60-A30,untreated_low,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A31,untreated_low,Unknown,1,ABCC5,Test,14.6644641347634,1,Pass,0.0233967033971152,84.0965997938016,999,1,
S60-A32,untreated_low,Unknown,1,NFYA,Test,15.5509444557547,1,Pass,0.0233967033971152,85.2754758595135,999,1,
S60-A33,untreated_low,Unknown,1,CSK,Test,12.9547356990631,1,Pass,0.0233967033971152,85.70807756815,999,1,
S60-A34,untreated_low,Unknown,1,SCML2,Test,16.9608161253082,1,Pass,0.0233967033971152,81.7036224027522,999,1,
S60-A35,untreated_low,Unknown,1,GAPDH,Test,8.07346261199485,1,Pass,0.0233967033971152,87.4008636053298,999,1,
S60-A36,untreated_low,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A37,untreated_low,Unknown,1,WNK1,Test,15.2989564692633,1,Pass,0.0233967033971152,83.6014754289159,999,1,
S60-A38,untreated_low,Unknown,1,IL18,Test,14.9023051083235,1,Pass,0.0233967033971152,80.7775603409991,999,1,
S60-A39,untreated_low,Unknown,1,GCLC,Test,15.2738729629612,1,Pass,0.0233967033971152,83.2264238018728,999,1,
